rank,customer_id,risk_score,customer_type,country,province,city,gender,marital_status,occupation_code,occupation_title,income,age_years,account_tenure_days,industry_code,industry,employee_count,sales,business_age_days,days_established_to_onboard,revenue_per_employee,income_occupation_flag,is_individual,emt_amt_sum,wire_count,wire_amt_sum,eft_debit_sum,cheque_count,card_foreign_rate,risk_flags,known_fraud
231,SYNID0105363746,0.005774685826174497,individual,CA,ON,TORONTO,MALE,Unknown,OTHER,unknown,0.0,63.67967145790554,1918.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.16417910447761194,,0
232,SYNID0103578005,0.0057519285493427795,individual,CA,ON,CAMBRIDGE,FEMALE,Married,10019,Other administrative services managers,0.0,37.76317590691308,6630.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,2630.03,0.0,0.0,80.75999999999999,4.0,0.09523809523809523,,0
233,SYNID0103875208,0.005740807530719445,individual,CA,ON,LINDSAY,MALE,Married,7230,"Plumbers, pipefitters and gas fitters",96548.0,47.97535934291581,8619.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,4160.08,0.0,0.0,5199.960000000001,2.0,0.15789473684210525,high EFT outflows (top 10%),0
234,SYNID0108328199,0.005737015490714693,individual,CA,ON,BRAMPTON,FEMALE,Unknown,10019,Other administrative services managers,0.0,43.64955509924709,,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,4491.5,0.0,0.0,1186.9,5.0,0.16666666666666666,,0
235,SYNID0103695193,0.005729700898380827,individual,CA,MB,WINNIPEG,unknown,Unknown,UNEMPLOYED,unknown,0.0,58.2258726899384,1447.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,108.94999999999999,0.0,0.0,82.49,0.0,0.23076923076923078,unemployed,0
236,SYNID0200771719,0.005665132990247544,smallbusiness,CA,ON,AJAX,unknown,unknown,unknown,unknown,0.0,,7428.0,8653,"Offices of Dentists, General Practice",1.0,144832.0,7503.0,75.0,144832.0,0.0,0,0.0,0.0,0.0,30602.04,0.0,0.0,high EFT outflows (top 10%),0
237,SYNID0107035247,0.005629480274283847,individual,CA,unknown,other,unknown,Single,63210,Hairstylists and barbers,42364.0,30.62012320328542,6358.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,3142.5699999999997,0.0,0.0,302.72,0.0,0.1320754716981132,,0
238,SYNID0106394865,0.005616910099398423,individual,CA,ON,TORONTO,unknown,Unknown,62100,Technical sales specialists - wholesale trade,91535.0,41.55783709787816,2326.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,2162.44,0.0,0.0,562.16,0.0,0.0,,0
239,SYNID0109520194,0.005608963341773718,individual,CA,BC,SURREY,MALE,Single,60010,Corporate sales managers,129243.0,33.204654346338124,4773.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,1610.4099999999999,0.0,0.0,1104.51,12.0,0.3333333333333333,30%+ foreign card transactions; high cheque activity (top 10%),0
240,SYNID0100521763,0.005567771165654249,individual,CA,unknown,other,unknown,Single,7230,"Plumbers, pipefitters and gas fitters",80265.0,32.29295003422313,4978.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,838.5,0.0,0.0,1599.92,0.0,0.25,,0
241,SYNID0200499286,0.0055515306585431825,smallbusiness,CA,ON,SUDBURY,unknown,unknown,unknown,unknown,0.0,,4157.0,7799,Other Business Services n.e.c.,1.0,273123.0,4197.0,40.0,273123.0,0.0,0,0.0,0.0,0.0,92.27,0.0,0.35135135135135137,30%+ foreign card transactions,0
242,SYNID0100238045,0.005531100032376021,individual,CA,NL,ST. JOHN'S,unknown,Married,UNEMPLOYED,unknown,0.0,29.38261464750171,2007.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,1221.86,0.0,0.0,0.0,0.0,0.0,unemployed,0
243,SYNID0109066724,0.005484620743042844,individual,CA,unknown,other,FEMALE,Single,4130,Social and community service professionals,11.0,33.78781656399726,4771.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,2965.8900000000003,0.0,0.0,97.71,0.0,0.16901408450704225,,0
244,SYNID0104303999,0.005469595716503014,individual,CA,ON,TORONTO,MALE,Married,42202,Early childhood educators and assistants,79035.0,39.78370978781656,2732.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,8489.019999999999,0.0,0.0,0.0,0.0,0.0,,0
245,SYNID0106402016,0.005462755499616052,individual,CA,NS,HALIFAX,unknown,Single,STUDENT,unknown,1717.0,21.360711841204655,2550.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,1078.29,8.0,0.0,student; high cheque activity (top 10%),0
246,SYNID0102740319,0.005452314515518083,individual,CA,ON,LONDON,MALE,unknown,SELF_EMPLOYED,unknown,0.0,61.242984257357975,1897.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,4966.25,0.0,0.0,0.0,0.0,0.0,,0
247,SYNID0100417825,0.005427506212137463,individual,CA,AB,FORT MCMURRAY,MALE,Unknown,942,Assemblers and inspectors in manufacturing,70808.0,51.24709103353867,1426.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,6172.32,0.0,0.0,1566.46,0.0,0.0,,0
248,SYNID0103279020,0.005422914779678648,individual,CA,ON,CALEDON,MALE,Single,SELF_EMPLOYED,unknown,0.0,24.383299110198493,1672.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,3334.95,0.0,0.0,3444.7300000000005,1.0,0.1111111111111111,,0
249,SYNID0108962182,0.005419320426498874,individual,CA,ON,HAMILTON,FEMALE,Single,10019,Other administrative services managers,107171.0,45.05133470225873,11644.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,20747.839999999997,0.0,0.0,5010.26,0.0,0.125,high EMT volume (top 10%),0
250,SYNID0100751190,0.005289217021543832,individual,CA,AB,CALGARY,MALE,Married,72410,"Automotive service technicians, truck and bus mechanics and mechanical repairers",0.0,38.5160848733744,6319.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,1664.52,0.0,0.0,1028.1299999999999,0.0,0.0,,0
251,SYNID0101195085,0.00522145021494458,individual,CA,AB,FORT MCMURRAY,FEMALE,unknown,RETIRED,unknown,53334.0,69.70294318959617,8396.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,864.5400000000001,0.0,0.21052631578947367,,0
252,SYNID0109116433,0.005169043172260593,individual,CA,ON,TORONTO,MALE,Single,313,Nursing and allied health professionals,50102.0,45.04859685147159,3351.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,216.79,0.0,0.0,2991.4999999999995,0.0,0.25,,0
253,SYNID0105474858,0.005163700911758575,individual,CA,unknown,other,MALE,Single,SELF_EMPLOYED,unknown,0.0,68.5968514715948,15565.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,1957.4499999999998,1.0,581.64,2733.0699999999997,0.0,0.0,has wire transfers,0
254,SYNID0200857563,0.005086386098160149,smallbusiness,CA,unknown,other,unknown,unknown,unknown,unknown,0.0,,8616.0,7215,Holding Companies,1.0,0.0,8838.0,222.0,0.0,0.0,0,0.0,0.0,0.0,0.08,0.0,0.0,employees but zero revenue,0
255,SYNID0107169985,0.005011572973780197,individual,CA,MB,WINNIPEG,FEMALE,Single,14100,General office support workers,61023.0,43.87132101300479,5697.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,4551.05,0.0,0.0,0.0,2.0,0.18181818181818182,,0
256,SYNID0103918841,0.004707203115236261,individual,CA,AB,CALGARY,FEMALE,Married,UNEMPLOYED,unknown,17739.0,43.15400410677618,4128.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,unemployed; 30%+ foreign card transactions,0
257,SYNID0103600083,0.004645943428774371,individual,CA,ON,KANATA,MALE,unknown,41220,Secondary school teachers,108125.0,60.55578370978782,12478.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,4534.11,0.0,0.0,162.65,1.0,0.21875,,0
258,SYNID0108895446,0.004594513150132234,individual,CA,unknown,other,MALE,Single,31209,Other professional occupations in health diagnosing and treating,128809.0,,4218.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,24756.09,0.0,0.0,1312.5299999999997,15.0,1.0,high EMT volume (top 10%); 30%+ foreign card transactions; high cheque activity (top 10%),0
259,SYNID0104254884,0.00456703379517584,individual,CA,AB,SPRUCE GROVE,FEMALE,Married,OTHER,unknown,279949.0,54.75427789185489,3990.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.1875,,0
260,SYNID0103659836,0.004561557992593956,individual,CA,ON,WINDSOR,FEMALE,Unknown,41101,Lawyers and Quebec notaries,0.0,,2399.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,1256.57,0.0,0.0,852.97,0.0,0.0,,0
261,SYNID0100194520,0.0045410385084117015,individual,CA,unknown,other,MALE,unknown,OTHER,unknown,109281.0,53.78507871321013,1958.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,712.08,0.0,0.0,0.0,0.0,0.75,30%+ foreign card transactions,0
262,SYNID0106240762,0.004526099561515166,individual,CA,ON,NORTH BAY,FEMALE,Single,STUDENT,unknown,0.0,22.611909650924023,3170.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,0.0,2.0,0.0,student,0
263,SYNID0109156897,0.004524608453059688,individual,CA,AB,EDMONTON,MALE,Single,RETIRED,unknown,58981.0,68.59411362080766,10661.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,83.51,0.0,0.0,3334.36,2.0,0.15384615384615385,,0
264,SYNID0200541889,0.004520992311991928,smallbusiness,CA,BC,VANCOUVER,unknown,unknown,unknown,unknown,0.0,,7002.0,7511,Operators of Residential Buildings and Dwellings,3.0,270662.0,0.0,,90220.66666666667,0.0,0,209.31,0.0,0.0,0.0,1.0,0.0,business < 6 months old,0
265,SYNID0101868939,0.0045028665471564195,individual,CA,NB,SAINT JOHN,FEMALE,Single,95109,"Other labourers in processing, manufacturing and utilities",55581.0,32.62422997946612,1722.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,5027.94,0.0,0.0,819.8900000000001,0.0,0.0,,0
266,SYNID0105175037,0.004499672193221767,individual,CA,ON,WOODSTOCK,FEMALE,unknown,60010,Corporate sales managers,39826.0,48.0766598220397,5051.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,141.85,0.0,0.0,1673.05,0.0,0.0,,0
267,SYNID0102899622,0.00439966010804825,individual,CA,unknown,other,FEMALE,unknown,STUDENT,unknown,11.0,14.726899383983573,1876.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,student,0
268,SYNID0106549799,0.00435976524706006,individual,CA,ON,WATERLOO,unknown,Single,11202,"Professional occupations in advertising, marketing and public relations",15.0,,5704.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,433.44,0.0,0.0,2284.73,1.0,0.1951219512195122,,0
269,SYNID0105741023,0.004335619302397457,individual,CA,unknown,other,MALE,unknown,14102,Personnel clerks,0.0,37.76043805612594,739.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,807.52,0.0,0.0,2142.2,2.0,0.18181818181818182,,0
270,SYNID0105254461,0.004319693076291442,individual,CA,ON,BRAMPTON,FEMALE,Married,SELF_EMPLOYED,unknown,63555.0,58.362765229295,8427.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,7653.83,0.0,0.0,417.38,0.0,0.17307692307692307,,0
271,SYNID0102125407,0.0042743743358901074,individual,CA,AB,LETHBRIDGE,MALE,Married,STUDENT,unknown,0.0,37.5523613963039,2100.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,765.76,0.0,0.0,2908.5499999999997,2.0,0.21428571428571427,student,0
272,SYNID0102486291,0.004269255088511004,individual,CA,ON,KINGSTON,unknown,Single,10019,Other administrative services managers,15.0,28.213552361396303,3316.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,640.7,0.0,0.0,,0
273,SYNID0101563647,0.004258782417766977,individual,CA,BC,SURREY,FEMALE,Married,OTHER,unknown,42347.0,56.276522929500345,12490.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,985.29,0.0,0.0,4763.460000000001,0.0,1.0,30%+ foreign card transactions,0
274,SYNID0105783650,0.0042583908592784695,individual,CA,ON,NEPEAN,FEMALE,Single,10019,Other administrative services managers,0.0,23.88501026694045,1634.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,92.55,0.0,0.0,4996.61,1.0,0.0,,0
275,SYNID0102776824,0.004101280296631819,individual,CA,unknown,other,unknown,Married,21399,Other professional engineers,84654.0,47.55099247091034,3431.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,1229.8,0.0,0.0,9922.029999999999,2.0,0.2727272727272727,high EFT outflows (top 10%),0
276,SYNID0107478090,0.004067555879749858,individual,CA,ON,OTTAWA,FEMALE,Single,STUDENT,unknown,0.0,,1641.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,0.0,9.0,0.15384615384615385,student; high cheque activity (top 10%),0
277,SYNID0105190740,0.003966506061213664,individual,CA,QC,GATINEAU,MALE,Married,313,Nursing and allied health professionals,0.0,53.30595482546201,2854.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,0.0,3.0,0.23157894736842105,,0
278,SYNID0100906564,0.003939227763172686,individual,CA,ON,LONDON,FEMALE,Unknown,STUDENT,unknown,0.0,27.21697467488022,,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,2249.11,0.0,0.0,0.0,0.0,0.0,student,0
279,SYNID0101060462,0.003925398090638281,individual,CA,AB,FORT MCMURRAY,MALE,Married,RETIRED,unknown,80670.0,66.77344284736482,6408.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,14644.98,0.0,0.0,415.26000000000005,0.0,0.25,high EMT volume (top 10%),0
280,SYNID0108619908,0.0038713426810791218,individual,CA,ON,TORONTO,MALE,Single,UNEMPLOYED,unknown,34451.0,65.4757015742642,8886.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,5613.82,0.0,0.1414141414141414,unemployed; high EFT outflows (top 10%),0
281,SYNID0104561732,0.003856010725403565,individual,CA,ON,BRAMPTON,FEMALE,unknown,62024,Cleaning supervisors,103024.0,35.70704996577687,4033.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,2708.4,0.0,0.125,,0
282,SYNID0106922465,0.003848891795560588,individual,CA,ON,WATERLOO,MALE,unknown,SELF_EMPLOYED,unknown,86628.0,64.32854209445586,11728.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,8632.63,0.0,0.0,3985.11,0.0,0.0,,0
283,SYNID0102525933,0.0038191249967766236,individual,CA,ON,TORONTO,MALE,Married,OTHER,unknown,42295.0,57.96577686516085,5364.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,564.09,0.0,0.08163265306122448,,0
284,SYNID0104337810,0.0037817220193522593,individual,CA,ON,THORNHILL,unknown,Single,10019,Other administrative services managers,74651.0,39.90143737166324,9121.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,4199.53,0.0,0.0,6803.879999999999,2.0,0.08695652173913043,high EFT outflows (top 10%),0
285,SYNID0103503623,0.003761149597790867,individual,CA,ON,BRAMPTON,FEMALE,Married,41221,Elementary school and kindergarten teachers,105759.0,60.40520191649555,11150.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,481.90999999999997,0.0,0.0,196.64,7.0,0.2421875,,0
286,SYNID0106653697,0.0036733577874213997,individual,CA,unknown,other,MALE,Single,42202,Early childhood educators and assistants,0.0,62.97604380561259,6107.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,3210.4,0.0,0.0,2582.53,0.0,0.5,30%+ foreign card transactions,0
287,SYNID0103337495,0.0036699019096591303,individual,CA,ON,AJAX,FEMALE,Married,OTHER,unknown,58492.0,58.79808350444901,3733.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,1021.51,0.0,0.0,258.21,0.0,0.5,30%+ foreign card transactions,0
288,SYNID0106732965,0.0036263720898534334,individual,CA,unknown,other,MALE,unknown,OTHER,unknown,41459.0,28.347707049965777,9806.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,8403.21,0.0,0.0,2034.2599999999998,0.0,0.5,30%+ foreign card transactions,0
289,SYNID0100612490,0.0036092789224617125,individual,CA,NB,MONCTON,FEMALE,Unknown,11102,Financial advisors,0.0,31.208761122518823,2638.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,1134.6100000000001,0.0,0.0,0.0,0.0,0.045454545454545456,,0
290,SYNID0104096402,0.003561606566301808,individual,CA,AB,CALGARY,FEMALE,Unknown,14402,Production logistics workers,64359.0,38.05886379192334,842.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,2546.6899999999996,0.0,0.0,3345.08,0.0,0.0,,0
291,SYNID0105442463,0.0035412138521743806,individual,CA,ON,WELLAND,MALE,Single,RETIRED,unknown,14577.0,78.68309377138947,5048.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,0
292,SYNID0107683006,0.0035161226992363676,individual,CA,ON,NIAGARA FALLS,MALE,Single,RETIRED,unknown,0.0,46.76522929500342,7371.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,2240.33,0.0,0.0,571.7099999999999,0.0,0.08333333333333333,,0
293,SYNID0103908188,0.0034117003051235754,individual,CA,ON,MISSISSAUGA,FEMALE,Married,SELF_EMPLOYED,unknown,121068.0,52.62149212867899,9517.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,7774.55,0.0,0.0,6255.5599999999995,1.0,0.1794871794871795,high EFT outflows (top 10%),0
294,SYNID0100102872,0.0033946782855738405,individual,CA,ON,STRATFORD,FEMALE,Married,10010,Financial managers,125230.0,52.219028062970565,7197.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,9166.2,0.0,0.0,592.12,9.0,0.6666666666666666,30%+ foreign card transactions; high cheque activity (top 10%),0
295,SYNID0108916391,0.003391195422855733,individual,CA,ON,AJAX,unknown,Married,SELF_EMPLOYED,unknown,40926.0,57.275838466803556,900.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,2052.42,0.0,0.0,0.0,0.0,0.0,,0
296,SYNID0107252084,0.0033856564573408665,individual,CA,ON,THUNDER BAY,MALE,Married,21232,Software developers and programmers,0.0,29.95482546201232,1596.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,118.33,0.0,0.0,2846.88,0.0,0.09090909090909091,,0
297,SYNID0108097843,0.003285157914993363,individual,CA,ON,MISSISSAUGA,unknown,Unknown,10019,Other administrative services managers,0.0,51.97535934291581,2524.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,0
298,SYNID0102394060,0.003253450232889709,individual,CA,unknown,other,FEMALE,Married,OTHER,unknown,0.0,51.20876112251882,3802.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,2481.17,0.0,0.0,1672.03,0.0,0.1111111111111111,,0
299,SYNID0101904557,0.003245114480744263,individual,CA,ON,TORONTO,FEMALE,Single,64409,Other customer and information services representatives,0.0,43.34017796030116,3227.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,4604.07,0.0,0.0,449.0,0.0,0.0,,0
300,SYNID0103482772,0.003216842720601842,individual,CA,unknown,other,FEMALE,unknown,41101,Lawyers and Quebec notaries,76827.0,47.13757700205339,7373.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,9256.67,3.0,4606.7,139.78,3.0,0.16428571428571428,has wire transfers; high EMT volume (top 10%),0
301,SYNID0102693481,0.0032123608123554,individual,CA,ON,HAMILTON,MALE,Unknown,OTHER,unknown,0.0,29.05681040383299,1334.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,135.5,0.0,0.0,0.0,0.0,0.0196078431372549,,0
302,SYNID0108485394,0.003200328852222318,individual,CA,AB,FORT MCMURRAY,FEMALE,Unknown,13100,Administrative officers,0.0,31.00889801505818,,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,686.85,0.0,0.0,0.0,0.0,0.0,,0
303,SYNID0107010958,0.0031690043439272825,individual,CA,MB,WINNIPEG,FEMALE,Single,OTHER,unknown,52652.0,38.116358658453116,3823.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,1253.76,0.0,0.0,74.7,0.0,0.22340425531914893,,0
304,SYNID0100622265,0.0031391342111513577,individual,CA,ON,TORONTO,unknown,unknown,SELF_EMPLOYED,unknown,0.0,47.48528405201917,2882.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,6509.53,0.0,0.0,high EFT outflows (top 10%),0
305,SYNID0105446890,0.0031386393908887965,individual,CA,QC,MONTREAL,FEMALE,Single,73300,Transport truck drivers,0.0,29.754962354551676,3350.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,2352.99,0.0,0.0,261.9,0.0,0.0,,0
306,SYNID0105715503,0.003095221025715189,individual,CA,ON,ORLEANS,FEMALE,unknown,4130,Social and community service professionals,0.0,37.190965092402465,709.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,3636.1200000000003,0.0,0.0,0.0,3.0,0.0,,0
307,SYNID0102924131,0.003080532533891891,individual,CA,ON,TORONTO,MALE,Married,73300,Transport truck drivers,0.0,48.199863107460644,6075.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,833.21,0.0,0.0,376.03,5.0,0.16,,0
308,SYNID0103583046,0.0030726581877480704,individual,CA,ON,BRAMPTON,FEMALE,Single,STUDENT,unknown,10233.0,29.52498288843258,4987.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,1625.1799999999998,0.0,0.0,258.07,2.0,0.17391304347826086,student,0
309,SYNID0109471701,0.0030214863983980067,individual,CA,unknown,other,MALE,Single,14100,General office support workers,42122.0,36.46817248459959,6788.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,,0
310,SYNID0103586188,0.0029854361877892912,individual,CA,QC,MONTREAL,FEMALE,Single,63100,Insurance agents and brokers,62096.0,30.579055441478438,3518.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,3886.9100000000003,0.0,0.0,4449.389999999999,0.0,0.0,,0
311,SYNID0108626578,0.0029676577657947838,individual,CA,ON,TORONTO,MALE,Single,90010,Manufacturing managers,66634.0,29.065023956194388,3392.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,6855.09,0.0,0.0,1697.54,4.0,0.0,,0
312,SYNID0100117701,0.002961676285285175,individual,CA,AB,FORT MCMURRAY,MALE,Married,SELF_EMPLOYED,unknown,45397.0,47.227926078028744,1590.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,140.07999999999998,0.0,0.0,652.43,0.0,0.5,30%+ foreign card transactions,0
313,SYNID0103606160,0.0029594266518557385,individual,CA,ON,HAMILTON,unknown,Married,OTHER,unknown,48179.0,46.80355920602327,2380.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,1924.74,0.0,0.13861386138613863,,0
314,SYNID0101812231,0.0029584611239930423,individual,CA,AB,EDMONTON,MALE,Single,OTHER,unknown,50421.0,33.17180013689254,4102.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,7358.42,2.0,0.12849162011173185,high EFT outflows (top 10%),0
315,SYNID0104781878,0.0029074615317899624,individual,CA,BC,VANCOUVER,MALE,Married,SELF_EMPLOYED,unknown,98751.0,,4144.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,33075.07,0.0,0.0,50386.21000000001,0.0,0.0,high EMT volume (top 10%); high EFT outflows (top 10%),0
316,SYNID0101444515,0.002833590129582256,individual,CA,ON,MISSISSAUGA,MALE,Married,OTHER,unknown,32552.0,62.46680355920602,,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,1173.3200000000002,0.0,0.19148936170212766,,0
317,SYNID0200978585,0.0028149306387088733,smallbusiness,CA,unknown,other,unknown,unknown,unknown,unknown,0.0,,1115.0,9861,Civic and Fraternal Organizations,1.0,120121.0,1906.0,791.0,120121.0,0.0,0,13186.970000000001,0.0,0.0,45432.68,7.0,0.0,high EMT volume (top 10%); high EFT outflows (top 10%),0
318,SYNID0107204407,0.0027935944404368614,individual,CA,ON,OSHAWA,FEMALE,Married,62200,Chefs,27069.0,34.25872689938399,2313.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,602.95,0.0,0.0,0.0,0.0,0.0,,0
319,SYNID0108687207,0.00275909133991673,individual,CA,unknown,other,MALE,Unknown,10019,Other administrative services managers,6954.0,23.5564681724846,1837.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,1868.89,0.0,0.0,2743.17,0.0,0.2,,0
320,SYNID0107318803,0.002749917085305024,individual,CA,ON,BROCKVILLE,MALE,Married,313,Nursing and allied health professionals,0.0,32.24640657084189,885.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,560.16,0.0,0.0,67.26,0.0,0.0,,0
321,SYNID0200663820,0.002708475202808384,smallbusiness,CA,ON,TORONTO,unknown,unknown,unknown,unknown,0.0,,11973.0,Other,unknown,0.0,0.0,12503.0,530.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,,0
322,SYNID0106469074,0.0026848707180386184,individual,CA,BC,VANCOUVER,unknown,unknown,SELF_EMPLOYED,unknown,67304.0,60.19438740588638,8518.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,551.89,0.0,0.20408163265306123,,0
323,SYNID0104486974,0.0026680811628089123,individual,CA,NS,HALIFAX,unknown,Single,OTHER,unknown,0.0,,5669.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,4529.07,0.0,0.0,137.85,0.0,0.08333333333333333,,0
324,SYNID0106671718,0.002667218422218787,individual,CA,unknown,other,unknown,Unknown,72410,"Automotive service technicians, truck and bus mechanics and mechanical repairers",13.0,26.622861054072555,1212.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,3849.2000000000003,0.0,0.0,1777.21,0.0,0.0,,0
325,SYNID0101551838,0.0026634002912397764,individual,CA,ON,WINDSOR,MALE,Single,32124,Pharmacy technicians,86537.0,31.917864476386036,11354.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,,0
326,SYNID0103055630,0.0026256445267464745,individual,CA,ON,TORONTO,FEMALE,Single,RETIRED,unknown,23610.0,70.55167693360711,6013.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,11122.66,0.0,0.0,0.0,0.0,0.0,high EMT volume (top 10%),0
327,SYNID0108696301,0.0025798305415298635,individual,CA,NB,SAINT JOHN,FEMALE,Single,14100,General office support workers,98913.0,55.540041067761805,9393.0,unknown,unknown,0.0,0.0,0.0,,0.0,0.0,1,0.0,0.0,0.0,1776.65,0.0,0.14285714285714285,,0
