customer_id,country,province,city,industry_code,employee_count,sales,established_date,onboard_date
SYNID0200088257,CA,,other,9861,0.0,,2020-01-03,2020-01-06
SYNID0200088287,CA,,other,4013,1.0,,2009-06-20,2009-10-13
SYNID0200088380,CA,AB,CALGARY,4581,1.0,24742.0,2010-02-19,2022-02-24
SYNID0200088387,CA,QC,GATINEAU,8665,1.0,45422.0,2007-09-07,2007-12-09
SYNID0200088440,CA,ON,OTTAWA,8671,0.0,0.0,2021-06-19,2021-07-05
SYNID0200088477,CA,SK,REGINA,7215,1.0,0.0,2023-04-10,2023-06-02
SYNID0200088491,CA,,other,9959,0.0,0.0,2000-08-18,2001-05-09
SYNID0200088582,CA,BC,MISSION,Other,1.0,0.0,2023-03-10,2023-10-17
SYNID0200089164,CA,AB,EDMONTON,9741,0.0,0.0,1980-09-22,1993-05-20
SYNID0200089176,CA,SK,PRINCE ALBERT,2542,1.0,147407.0,1998-07-09,1998-11-09
SYNID0200089421,CA,BC,KELOWNA,4276,1.0,0.0,2019-04-22,2019-05-13
SYNID0200089472,CA,NL,ST. JOHN'S,0919,1.0,125941.0,2006-06-25,2006-09-27
SYNID0200089594,CA,ON,ETOBICOKE,8651,2.0,50770.0,2017-06-07,2021-01-01
SYNID0200090133,CA,ON,PICKERING,9799,0.0,0.0,2013-08-02,2013-10-05
SYNID0200090248,CA,BC,WEST KELOWNA,Other,,0.0,2020-01-23,2020-10-02
SYNID0200090321,CA,,other,Other,0.0,0.0,2024-01-10,2024-04-24
SYNID0200090327,CA,,other,4275,2.0,113680.0,2001-03-29,2005-09-14
SYNID0200090417,CA,BC,BURNABY,Other,1.0,0.0,2024-02-04,2024-09-17
SYNID0200090558,CA,,other,6521,0.0,0.0,2019-12-01,2019-12-25
SYNID0200090712,CA,ON,TORONTO,8653,1.0,70174.0,2019-07-18,2021-01-15
SYNID0200090716,CA,,other,4013,1.0,0.0,2023-12-22,2023-12-25
SYNID0200090719,CA,ON,BOLTON,Other,0.0,0.0,2016-05-21,2016-12-16
SYNID0200090829,CA,BC,WEST VANCOUVER,7771,1.0,188048.0,2021-07-30,2021-09-11
SYNID0200091003,CA,BC,CAMPBELL RIVER,9639,1.0,0.0,2024-06-12,2024-08-17
SYNID0200091130,CA,BC,NORTH VANCOUVER,4299,1.0,323954.0,2017-07-22,2017-10-11
SYNID0200091246,CA,AB,CALGARY,4561,1.0,47977.0,2019-10-25,2019-12-19
SYNID0200091324,CA,ON,TORONTO,Other,5.0,97913.0,2004-07-18,2004-08-12
SYNID0200091560,CA,ON,AJAX,4013,1.0,225601.0,2014-04-27,2020-10-31
SYNID0200091594,CA,BC,VICTORIA,0141,1.0,0.0,2023-09-13,2023-12-12
SYNID0200091660,CA,ON,OTTAWA,Other,2.0,1.0,2011-01-03,2012-05-04
SYNID0200091933,CA,MB,WINNIPEG,7215,1.0,24889.0,2007-04-19,2007-09-08
SYNID0200091982,CA,BC,VANCOUVER,7292,,0.0,2024-10-27,2024-12-22
SYNID0200092052,CA,ON,ANCASTER,7771,1.0,72434.0,,2022-05-14
SYNID0200092485,CA,BC,WEST VANCOUVER,6352,1.0,69374.0,1982-06-08,1992-05-30
SYNID0200092834,CA,BC,VICTORIA,7215,2.0,0.0,,2016-09-22
SYNID0200092876,CA,NB,SAINT JOHN,4021,20.0,884531.0,1993-11-16,1992-02-13
SYNID0200092976,CA,ON,KINGSTON,7731,1.0,49151.0,2010-05-06,2014-04-05
SYNID0200092992,CA,AB,CALGARY,4021,1.0,128930.0,2021-07-17,2023-03-26
SYNID0200093306,CA,,other,8651,1.0,0.0,2024-04-17,2024-06-17
SYNID0200093386,CA,ON,TORONTO,8132,2.0,0.0,2006-08-06,2006-11-20
SYNID0200093427,CA,AB,RED DEER,3999,0.0,0.0,2009-12-17,2009-12-30
SYNID0200093697,CA,ON,ANCASTER,Other,0.0,0.0,,2024-02-11
SYNID0200093716,CA,BC,VANCOUVER,9659,,176437.0,1979-02-21,
SYNID0200093832,CA,,other,Other,0.0,0.0,1980-09-13,2017-04-28
SYNID0200094139,CA,BC,KELOWNA,7215,1.0,0.0,,
SYNID0200094201,CA,,other,9799,,0.0,2021-11-06,2021-12-08
SYNID0200094380,CA,BC,COQUITLAM,7761,0.0,60390.0,2003-10-21,2004-01-15
SYNID0200094495,CA,ON,WATERLOO,7511,0.0,0.0,2018-07-02,2018-10-24
SYNID0200094546,CA,ON,TORONTO,Other,4.0,71842.0,2019-09-28,2020-10-22
SYNID0200094936,CA,,other,8633,1.0,0.0,2017-11-12,2017-11-20
SYNID0200095007,CA,,other,Other,2.0,,2010-10-06,2018-12-09
SYNID0200095008,CA,,other,6582,1.0,395737.0,2018-11-26,2018-12-17
SYNID0200095146,CA,QC,LAVAL,9999,1.0,0.0,2023-09-17,2023-11-02
SYNID0200095189,CA,AB,EDMONTON,6596,2.0,0.0,2023-12-08,2023-12-23
SYNID0200095298,CA,ON,BROCKVILLE,7771,2.0,394189.0,2018-10-25,2018-11-16
SYNID0200095399,CA,PE,CHARLOTTETOWN,4411,2.0,1083347.0,1993-01-27,1993-04-11
SYNID0200095593,CA,,other,8661,10.0,2439405.0,2011-03-13,2013-03-12
SYNID0200096084,CA,ON,BRADFORD,7771,1.0,188391.0,2017-04-20,2020-01-31
SYNID0200096105,CA,,other,7759,,0.0,2016-01-30,2016-03-22
SYNID0200096243,CA,ON,SUDBURY,7215,1.0,0.0,,2019-12-23
SYNID0200096265,CA,AB,AIRDRIE,4275,1.0,187494.0,2007-08-28,2007-09-19
SYNID0200096333,CA,,other,7215,2.0,131163.0,2011-07-24,2011-11-02
SYNID0200096631,CA,ON,TORONTO,7771,1.0,0.0,2023-07-25,2023-08-15
SYNID0200096768,CA,ON,SARNIA,Other,0.0,0.0,1999-08-20,2013-10-29
SYNID0200096821,CA,,other,7215,1.0,165953.0,2018-05-07,2021-01-16
SYNID0200097002,CA,ON,NEWMARKET,4241,1.0,245733.0,2011-04-09,2017-07-06
SYNID0200097212,CA,AB,SHERWOOD PARK,7215,1.0,47283.0,2013-12-15,2012-09-16
SYNID0200097251,CA,,other,8599,1.0,0.0,2024-03-14,2024-10-21
SYNID0200097286,CA,,other,7721,,24975.0,2013-11-25,2015-06-12
SYNID0200097314,CA,,other,9861,,0.0,2010-04-26,2011-10-25
SYNID0200097381,CA,ON,BRAMPTON,4561,1.0,0.0,2023-06-29,2023-10-20
SYNID0200097443,CA,,other,Other,,,1974-02-16,1993-04-03
SYNID0200097538,CA,,other,4013,0.0,411357.0,2006-06-10,
SYNID0200097662,CA,,other,Other,1.0,0.0,2022-06-02,2022-07-01
SYNID0200097787,CA,BC,LANGLEY,9214,4.0,67077.0,2015-04-28,2019-11-20
SYNID0200097837,CA,AB,EDMONTON,Other,0.0,0.0,2015-03-21,
SYNID0200097905,CA,,other,Other,0.0,0.0,1973-12-05,2010-11-20
SYNID0200098097,CA,,other,4013,2.0,,2024-06-04,2024-09-02
SYNID0200098289,CA,QC,LAVAL,4235,1.0,546098.0,2011-02-18,2020-05-24
SYNID0200098437,CA,NL,MOUNT PEARL,9799,0.0,0.0,2023-01-04,2024-02-21
SYNID0200098526,CA,ON,TORONTO,7761,0.0,0.0,1988-07-19,1989-10-24
SYNID0200098575,CA,,other,7512,1.0,186099.0,2007-02-01,2014-01-06
SYNID0200098740,CA,,other,4233,1.0,159334.0,1987-06-14,2013-05-11
SYNID0200098894,CA,ON,NORTH YORK,Other,0.0,29742.0,2003-04-25,2003-07-26
SYNID0200099069,CA,ON,TORONTO,7771,1.0,35472.0,2010-11-12,2010-11-24
SYNID0200099071,CA,NS,HALIFAX,Other,,0.0,2020-04-16,2021-03-20
SYNID0200099101,CA,ON,KINGSTON,4799,1.0,0.0,2020-05-01,2021-08-30
SYNID0200099339,CA,AB,FORT MCMURRAY,0711,2.0,610656.0,2006-10-27,2006-09-01
SYNID0200099433,CA,,other,Other,1.0,,2024-03-02,2024-03-13
SYNID0200099434,CA,AB,CALGARY,4235,1.0,150199.0,2009-06-24,2021-08-02
SYNID0200099471,CA,ON,TRENTON,Other,0.0,0.0,2022-08-04,2022-11-22
SYNID0200099510,CA,ON,TORONTO,6012,,0.0,2019-04-12,2019-10-26
SYNID0200099524,CA,AB,CHESTERMERE,9631,1.0,92158.0,1956-07-24,2015-02-25
SYNID0200099603,CA,ON,MISSISSAUGA,Other,1.0,0.0,2024-09-18,
SYNID0200099634,CA,,other,Other,0.0,0.0,2003-09-25,2004-08-11
SYNID0200099702,CA,,other,4239,0.0,0.0,2011-05-24,2011-06-23
SYNID0200099738,CA,,other,9211,1.0,90012.0,2015-02-21,2017-04-10
SYNID0200099912,CA,ON,NORTH YORK,4274,2.0,322873.0,2005-08-30,
SYNID0200099923,CA,BC,VICTORIA,9953,0.0,0.0,,
SYNID0200099957,CA,ON,NORTH YORK,Other,1.0,35133.0,2021-12-27,2021-12-28
SYNID0200099974,CA,ON,SUDBURY,Other,0.0,0.0,1992-04-23,1992-11-04
SYNID0200099997,CA,,other,Other,1.0,138436.0,2007-08-02,2007-10-06
SYNID0200100125,CA,NS,HALIFAX,7761,1.0,368651.0,2011-09-26,2020-01-24
SYNID0200100299,CA,,other,4113,0.0,384767.0,2018-04-12,2021-05-27
SYNID0200100376,CA,AB,ROCKY VIEW COUNTY,7731,3.0,0.0,2018-03-30,2019-11-17
SYNID0200100511,CA,,other,9631,0.0,1.0,2012-05-24,2012-10-21
SYNID0200100811,CA,,other,8651,1.0,1116309.0,2013-12-01,
SYNID0200101076,CA,,other,Other,1.0,546475.0,2017-01-17,2017-07-27
SYNID0200101124,CA,AB,CALGARY,Other,1.0,186616.0,2017-09-21,2023-05-13
SYNID0200101131,CA,ON,SCARBOROUGH,9949,3.0,262898.0,2022-02-20,2023-08-15
SYNID0200101140,CA,SK,REGINA,7611,2.0,0.0,2024-11-12,2024-12-05
SYNID0200101468,CA,BC,DELTA,Other,1.0,145964.0,2019-11-13,2019-11-25
SYNID0200101579,CA,,other,7215,0.0,481470.0,2003-12-18,2020-12-25
SYNID0200102130,CA,ON,BURLINGTON,7292,1.0,79166.0,2015-05-29,
SYNID0200102442,CA,BC,SURREY,7771,1.0,143532.0,2019-06-13,2020-04-15
SYNID0200102560,CA,,other,9631,1.0,1020432.0,2008-06-05,2011-04-04
SYNID0200102649,CA,ON,ORILLIA,4113,6.0,1752061.0,,2014-10-27
SYNID0200102713,CA,ON,SUDBURY,Other,1.0,0.0,2000-12-31,2014-08-21
SYNID0200102755,CA,,other,7771,1.0,0.0,2014-08-15,2014-09-20
SYNID0200102769,CA,,other,Other,0.0,0.0,2002-11-21,2002-12-31
SYNID0200102850,CA,AB,EDMONTON,4219,1.0,,2008-09-01,2017-03-02
SYNID0200103290,CA,,other,Other,1.0,51953.0,2010-01-04,
SYNID0200103388,CA,AB,CALGARY,7771,1.0,0.0,2022-02-06,2022-04-25
SYNID0200103566,CA,BC,SURREY,4232,2.0,,2018-05-16,2018-09-16
SYNID0200103630,CA,ON,SCARBOROUGH,7611,1.0,591523.0,1996-11-18,1996-12-20
SYNID0200103724,CA,,other,0211,1.0,121372.0,1977-10-19,2001-12-05
SYNID0200103927,CA,,other,Other,2.0,1.0,2001-04-01,2001-07-06
SYNID0200103945,CA,SK,REGINA,0919,2.0,111167.0,2017-01-10,2017-12-17
SYNID0200103947,CA,,other,Other,,,2019-07-21,
SYNID0200104114,CA,ON,MISSISSAUGA,6399,1.0,0.0,2023-04-02,2023-07-14
SYNID0200104356,CA,MB,WINNIPEG,7215,1.0,1.0,2008-08-11,2008-01-16
SYNID0200104376,CA,AB,OKOTOKS,7215,0.0,0.0,2016-04-14,2016-07-24
SYNID0200104510,CA,ON,TORONTO,8653,2.0,2176.0,2017-05-12,2022-04-22
SYNID0200104646,CA,,other,7611,0.0,0.0,2004-11-11,2005-08-05
SYNID0200104798,CA,,other,Other,15.0,0.0,2019-11-29,2017-10-14
SYNID0200104921,CA,,other,7611,1.0,329649.0,2013-02-02,2013-08-09
SYNID0200104924,CA,,other,7421,1.0,45711.0,1992-05-13,
SYNID0200105196,CA,ON,WHITBY,7292,0.0,0.0,2019-08-05,
SYNID0200105240,CA,,other,Other,1.0,0.0,2023-06-03,2023-08-12
SYNID0200105263,CA,ON,KANATA,8653,1.0,78376.0,2007-10-11,2007-12-15
SYNID0200105323,CA,BC,VANCOUVER,6413,,0.0,2022-06-16,2022-12-02
SYNID0200105352,CA,BC,VERNON,8651,1.0,1.0,2016-10-19,2023-09-01
SYNID0200105480,CA,,other,4235,1.0,0.0,2024-07-26,2024-12-09
SYNID0200105651,CA,ON,MISSISSAUGA,7771,1.0,108405.0,2007-12-22,2010-03-07
SYNID0200105773,CA,,other,Other,1.0,78964.0,2016-07-25,
SYNID0200105815,CA,ON,PICKERING,Other,1.0,91828.0,2023-02-20,2023-09-27
SYNID0200105940,CA,ON,OTTAWA,8652,1.0,0.0,2023-01-01,2023-04-23
SYNID0200106281,CA,ON,COLLINGWOOD,7771,1.0,63124.0,,2018-11-29
SYNID0200106499,CA,,other,8599,,47055.0,2018-10-13,2020-12-19
SYNID0200106524,CA,BC,LANGLEY,Other,1.0,,2013-10-11,2014-12-06
SYNID0200106525,CA,,other,4561,1.0,,2023-10-19,2023-11-26
SYNID0200106531,CA,ON,NORTH YORK,Other,1.0,49321.0,1998-08-25,1998-03-16
SYNID0200106542,CA,QC,GATINEAU,6031,0.0,0.0,1980-07-06,1992-11-15
SYNID0200106632,CA,ON,THUNDER BAY,7752,6.0,503903.0,2016-08-12,2016-10-25
SYNID0200106681,CA,ON,KANATA,4561,10.0,564195.0,2017-04-14,2010-09-07
SYNID0200106833,CA,ON,OSHAWA,7759,1.0,0.0,2024-02-09,2024-03-07
SYNID0200106854,CA,,other,8651,0.0,0.0,2012-10-27,1993-04-14
SYNID0200107043,CA,ON,PETERBOROUGH,Other,2.0,264715.0,2002-08-15,2017-07-19
SYNID0200107067,CA,QC,MONTREAL,7799,1.0,0.0,2022-06-06,2022-10-24
SYNID0200107103,CA,,other,Other,1.0,9252.0,2011-12-06,
SYNID0200107105,CA,,other,4499,1.0,7777.0,2009-03-13,2010-01-22
SYNID0200107147,CA,,other,9959,1.0,0.0,2023-08-18,2023-10-16
SYNID0200107155,CA,ON,OTTAWA,Other,,526989.0,2017-02-19,
SYNID0200107172,CA,ON,OSHAWA,8669,1.0,1.0,2017-02-20,2017-05-01
SYNID0200107234,CA,,other,2499,0.0,,2004-12-29,2008-08-03
SYNID0200107278,CA,ON,BRACEBRIDGE,8651,2.0,1683408.0,2019-07-15,2021-06-18
SYNID0200107359,CA,,other,9839,7.0,0.0,2011-01-02,2011-05-01
SYNID0200107447,CA,ON,PICKERING,Other,1.0,0.0,2022-03-06,2022-08-20
SYNID0200107574,CA,MB,WINNIPEG,9821,1.0,0.0,2024-09-09,2024-11-18
SYNID0200107652,CA,,other,4561,1.0,,2013-10-09,2013-12-19
SYNID0200107681,CA,ON,ST CATHARINES,7292,1.0,282438.0,2013-11-25,2014-08-26
SYNID0200107762,CA,SK,SASKATOON,6352,1.0,0.0,2024-09-30,2024-11-02
SYNID0200107823,CA,MB,WINNIPEG,9712,,0.0,2013-06-03,
SYNID0200107882,CA,ON,MISSISSAUGA,7611,1.0,69742.0,2010-09-30,
SYNID0200107936,CA,,other,4233,1.0,95755.0,2020-12-16,2020-12-26
SYNID0200108095,CA,,other,Other,1.0,0.0,,2019-11-26
SYNID0200108119,CA,ON,GUELPH,4842,1.0,0.0,2021-08-24,2021-09-29
SYNID0200108270,CA,AB,ROCKY VIEW COUNTY,4013,1.0,0.0,,2015-09-30
SYNID0200108323,CA,ON,TORONTO,4232,3.0,49496.0,2018-03-03,2023-10-22
SYNID0200108372,CA,,other,7721,2.0,164.0,2022-07-14,2022-10-09
SYNID0200108460,CA,BC,KAMLOOPS,Other,0.0,0.0,1999-07-07,1999-09-13
SYNID0200108752,CA,AB,CALGARY,8652,1.0,,2024-07-10,2024-09-13
SYNID0200108889,CA,ON,TORONTO,8653,10.0,680080.0,1946-11-05,1992-12-06
SYNID0200108935,CA,ON,OTTAWA,7292,1.0,0.0,2020-05-13,2020-04-07
SYNID0200108968,CA,ON,SCARBOROUGH,Other,0.0,0.0,2013-05-10,2013-10-23
SYNID0200109025,CA,ON,PERTH,7215,0.0,0.0,1994-05-26,
SYNID0200109060,CA,,other,Other,4.0,52084.0,2011-03-23,2015-07-16
SYNID0200109069,CA,BC,FORT ST. JOHN,7215,1.0,0.0,2020-05-19,2021-12-16
SYNID0200109285,CA,ON,NORTH YORK,7771,10.0,3055824.0,1992-08-29,2001-09-23
SYNID0200109352,CA,,other,7215,2.0,380661.0,2000-07-04,2000-07-11
SYNID0200109368,CA,AB,GRANDE PRAIRIE,4279,1.0,52910.0,2000-03-14,2001-11-10
SYNID0200109567,CA,,other,7711,3.0,,2021-02-06,2024-09-18
SYNID0200109884,CA,ON,BRAMPTON,7215,0.0,0.0,2001-03-22,2020-05-29
SYNID0200109888,CA,,other,4226,2.0,121545.0,2011-02-13,2011-10-20
SYNID0200110313,CA,,other,6582,2.0,125351.0,1987-03-25,1992-09-09
SYNID0200110574,CA,QC,MONTREAL,7215,1.0,374429.0,2001-06-05,
SYNID0200110577,CA,,other,7215,0.0,75793.0,2008-10-27,2007-07-30
SYNID0200110725,CA,QC,GATINEAU,Other,1.0,55263.0,2022-09-25,
SYNID0200110757,CA,BC,WEST VANCOUVER,7799,1.0,206224.0,2014-11-30,
SYNID0200110796,CA,QC,BOUCHERVILLE,Other,0.0,0.0,2024-02-16,2024-05-29
SYNID0200110937,CA,NS,HALIFAX,9821,1.0,0.0,2023-06-27,2023-08-24
SYNID0200111044,CA,ON,TORONTO,7761,1.0,163968.0,2007-01-24,
SYNID0200111054,CA,,other,9861,3.0,,2001-02-24,2009-11-04
SYNID0200111075,CA,ON,BRAMPTON,7215,,537464.0,2019-09-25,2020-06-17
SYNID0200111104,CA,ON,LONDON,8652,3.0,0.0,2021-08-22,2023-05-21
SYNID0200111202,CA,,other,7215,2.0,395133.0,1985-04-21,1992-12-21
SYNID0200111267,CA,ON,OSHAWA,7215,1.0,140490.0,2002-04-25,2022-05-03
SYNID0200111411,CA,ON,OAKVILLE,7611,0.0,174263.0,2011-04-26,2011-10-17
SYNID0200111562,CA,,other,7215,1.0,37284.0,2007-11-14,2009-01-22
SYNID0200111655,CA,ON,TORONTO,7731,1.0,1.0,2011-12-30,2012-01-01
SYNID0200111728,CA,ON,GEORGETOWN,4241,,287144.0,1998-10-31,1998-12-05
SYNID0200112362,CA,ON,SCARBOROUGH,8665,0.0,0.0,2020-02-12,2020-10-06
SYNID0200112372,CA,,other,7215,1.0,0.0,2021-05-03,2021-11-13
SYNID0200112517,CA,,other,4013,3.0,0.0,2024-10-24,2024-12-06
SYNID0200112848,CA,BC,SURREY,9861,5.0,0.0,2018-09-19,2007-09-20
SYNID0200112899,CA,ON,TORONTO,8652,0.0,0.0,2018-06-14,2022-07-24
SYNID0200112932,CA,ON,SARNIA,4013,4.0,293135.0,,1998-06-30
SYNID0200112939,CA,AB,CALGARY,Other,0.0,0.0,2013-04-11,2013-05-25
SYNID0200113339,CA,BC,RICHMOND,9639,2.0,26512.0,2023-11-12,2023-12-03
SYNID0200113347,CA,ON,WATERLOO,6921,5.0,721313.0,2019-01-08,2020-03-11
SYNID0200113383,CA,AB,CHESTERMERE,9799,2.0,0.0,2023-02-24,2023-11-27
SYNID0200113473,CA,ON,ST CATHARINES,9211,1.0,365619.0,2001-07-06,2010-01-13
SYNID0200113545,CA,ON,NORTH YORK,4231,3.0,0.0,2024-10-12,2024-12-13
SYNID0200113655,CA,BC,MISSION,Other,2.0,,2019-03-10,2019-10-19
SYNID0200113669,CA,,other,4561,3.0,1174132.0,2021-03-23,2021-07-05
SYNID0200113720,CA,ON,BOLTON,Other,1.0,251934.0,2016-11-16,2016-12-28
SYNID0200113837,CA,ON,AURORA,4561,,0.0,2024-02-29,2024-05-03
SYNID0200114328,CA,,other,4229,,211787.0,2012-01-08,2012-09-19
SYNID0200114401,CA,,other,9821,35.0,352840.0,2019-02-01,2019-07-19
SYNID0200114527,CA,ON,WATERLOO,7215,1.0,0.0,2017-02-23,
SYNID0200114628,CA,,other,2839,1.0,1.0,1993-02-16,
SYNID0200114644,CA,,other,7599,5.0,981335.0,1997-05-14,1992-06-20
SYNID0200114697,CA,AB,ROCKY VIEW COUNTY,8651,,,2020-02-16,2020-12-31
SYNID0200114729,CA,ON,CARLETON PLACE,6342,0.0,0.0,2013-12-18,2013-12-20
SYNID0200114943,CA,ON,STONEY CREEK,Other,0.0,0.0,2022-07-20,2024-09-02
SYNID0200115100,CA,ON,OTTAWA,7759,1.0,0.0,2019-07-30,2019-12-05
SYNID0200115228,CA,ON,PETERBOROUGH,Other,2.0,271745.0,2010-09-03,2016-08-16
SYNID0200115296,CA,ON,ALLISTON,6342,1.0,212886.0,2013-05-16,2013-09-15
SYNID0200115398,CA,,other,7292,0.0,0.0,2024-02-13,2024-03-08
SYNID0200115417,CA,ON,PICKERING,7799,1.0,0.0,2021-07-03,2021-08-18
SYNID0200115422,CA,,other,7215,1.0,456067.0,1996-04-05,1996-07-28
SYNID0200116119,CA,,other,2542,,126688.0,2000-11-18,2003-02-14
SYNID0200116284,CA,,other,6352,2.0,21798.0,2004-07-26,2004-08-09
SYNID0200116359,CA,ON,NORTH YORK,7292,0.0,0.0,2023-02-24,2023-11-11
SYNID0200116615,CA,,other,9851,0.0,0.0,1982-03-18,2009-09-24
SYNID0200116660,CA,,other,8654,1.0,145098.0,1977-06-28,1992-10-07
SYNID0200116701,CA,ON,SCARBOROUGH,2839,0.0,109093.0,2001-11-02,2004-04-29
SYNID0200117092,CA,ON,OTTAWA,4011,1.0,0.0,2021-11-17,2021-12-04
SYNID0200117107,CA,,other,7292,0.0,0.0,2019-11-24,2020-12-01
SYNID0200117149,CA,ON,RICHMOND HILL,4241,1.0,0.0,2023-03-06,2023-09-11
SYNID0200117193,CA,ON,WINDSOR,7721,1.0,0.0,2024-03-28,2024-12-23
SYNID0200117208,CA,ON,TORONTO,8654,1.0,123891.0,2011-07-05,2011-11-04
SYNID0200117473,CA,ON,WATERLOO,7771,2.0,0.0,2024-03-25,2024-09-12
SYNID0200117484,CA,,other,4241,2.0,79516.0,2001-09-23,2003-11-26
SYNID0200117511,CA,ON,TORONTO,4561,,0.0,2023-05-20,2023-11-23
SYNID0200117577,CA,NS,HALIFAX,7215,0.0,0.0,2003-04-06,2000-03-11
SYNID0200117705,CA,,other,7771,2.0,197055.0,2023-02-11,2024-02-22
SYNID0200118050,CA,,other,6351,1.0,0.0,2024-09-23,2025-10-28
SYNID0200118091,CA,ON,MARKHAM,8661,3.0,430796.0,2022-07-09,2022-08-14
SYNID0200118170,CA,ON,KITCHENER,4299,1.0,0.0,2023-09-09,2023-10-27
SYNID0200118301,CA,MB,WINNIPEG,9799,0.0,0.0,,2000-02-16
SYNID0200118356,CA,QC,LONGUEUIL,4241,1.0,675973.0,2004-03-16,2020-10-22
SYNID0200118413,CA,QC,LAVAL,9861,1.0,50407.0,2007-03-27,1997-07-23
SYNID0200118542,CA,,other,7761,,0.0,2013-07-04,2013-09-10
SYNID0200118923,CA,BC,NORTH VANCOUVER,9861,6.0,0.0,2023-08-10,2023-09-19
SYNID0200119062,CA,ON,WHITBY,4261,1.0,,2013-10-27,2014-01-01
SYNID0200119068,CA,,other,7799,1.0,0.0,2022-05-27,2022-09-30
SYNID0200119252,CA,,other,Other,0.0,0.0,2008-12-21,
SYNID0200119386,CA,,other,4261,1.0,368807.0,2020-12-01,2020-12-27
SYNID0200119433,CA,,other,4499,1.0,184615.0,2009-02-01,2017-08-04
SYNID0200119448,CA,AB,EDMONTON,0711,1.0,368031.0,2014-02-14,2015-06-08
SYNID0200119647,CA,BC,NEW WESTMINSTER,7761,1.0,0.0,2022-06-22,2022-07-08
SYNID0200119678,CA,,other,9959,0.0,0.0,1980-11-10,1992-01-17
SYNID0200119824,CA,AB,AIRDRIE,Other,1.0,,2010-05-03,2010-12-30
SYNID0200119832,CA,BC,WEST VANCOUVER,7511,2.0,1.0,2018-11-13,2018-12-02
SYNID0200120013,CA,BC,VANCOUVER,9659,,523896.0,2010-01-21,2017-04-08
SYNID0200120214,CA,QC,MONTREAL,7799,2.0,599368.0,2019-10-19,2019-12-01
SYNID0200120412,CA,AB,CALGARY,Other,,0.0,2024-10-19,2024-12-29
SYNID0200120549,CA,ON,OAKVILLE,6031,,,2017-10-31,2017-11-19
SYNID0200120735,CA,AB,SHERWOOD PARK,8653,10.0,1348163.0,2011-05-22,2012-05-19
SYNID0200120926,CA,ON,GEORGETOWN,7215,0.0,0.0,2008-02-01,
SYNID0200121318,CA,ON,NEPEAN,4561,1.0,0.0,2006-10-19,2008-11-19
SYNID0200121525,CA,ON,TORONTO,Other,15.0,1244136.0,2018-06-20,2018-06-24
SYNID0200121569,CA,ON,CALEDON,7215,2.0,0.0,,
SYNID0200121874,CA,,other,7215,1.0,0.0,2023-05-03,2023-10-28
SYNID0200121960,CA,NS,DARTMOUTH,Other,0.0,0.0,2024-06-25,2024-11-21
SYNID0200122459,CA,,other,4011,2.0,46465.0,2019-09-09,2019-10-14
SYNID0200122511,CA,ON,CAMBRIDGE,Other,0.0,0.0,1994-09-06,1995-03-24
SYNID0200122581,CA,BC,DELTA,Other,0.0,0.0,2000-04-09,2000-10-18
SYNID0200122658,CA,AB,CALGARY,9713,0.0,0.0,1999-04-01,1999-12-20
SYNID0200122683,CA,,other,Other,0.0,0.0,2005-04-16,
SYNID0200122964,CA,ON,BRAMPTON,7771,0.0,0.0,1968-01-04,1994-06-24
SYNID0200123002,CA,BC,NORTH VANCOUVER,Other,2.0,372.0,2021-11-11,2021-11-14
SYNID0200123056,CA,,other,0211,2.0,313365.0,2010-03-09,2011-11-08
SYNID0200123183,CA,AB,CALGARY,7771,1.0,0.0,2022-11-15,2022-12-08
SYNID0200123380,CA,,other,7771,1.0,50963.0,2018-08-04,2019-04-02
SYNID0200123485,CA,ON,SCARBOROUGH,7711,1.0,,2018-11-18,2019-09-18
SYNID0200123713,CA,AB,EDMONTON,9641,2.0,0.0,2024-10-24,2024-11-08
SYNID0200123837,CA,QC,MONTREAL,9861,4.0,0.0,2024-04-08,2024-06-02
SYNID0200123878,CA,ON,BRACEBRIDGE,9611,1.0,,2024-09-07,2024-12-14
SYNID0200124083,CA,ON,TORONTO,Other,0.0,0.0,2023-06-16,2024-01-09
SYNID0200124097,CA,AB,CALGARY,Other,0.0,0.0,2014-11-29,2015-01-01
SYNID0200124402,CA,ON,LONDON,7215,1.0,168883.0,2001-08-11,2002-07-27
SYNID0200124413,CA,ON,NORTH YORK,9962,2.0,,2018-07-22,2019-10-02
SYNID0200124670,CA,ON,CARLETON PLACE,7771,,1.0,1991-03-03,2021-05-22
SYNID0200124734,CA,BC,RICHMOND,7771,4.0,410376.0,2003-07-22,2004-02-08
SYNID0200125002,CA,,other,7751,1.0,537095.0,2009-04-17,
SYNID0200125123,CA,SK,PRINCE ALBERT,8665,5.464147359439068,558945.0,2007-02-07,2011-04-26
SYNID0200125313,CA,AB,CALGARY,7215,1.0,35833.0,2018-10-14,
SYNID0200125599,CA,ON,ORLEANS,7799,1.0,210780.0,2021-10-07,
SYNID0200125719,CA,,other,7722,1.0,0.0,2024-07-24,2024-11-21
SYNID0200125935,CA,QC,GATINEAU,9211,2.0,53557.0,2011-08-04,2013-07-22
SYNID0200125944,CA,ON,AJAX,6399,2.0,0.0,2024-07-15,2024-10-16
SYNID0200126279,CA,,other,4411,1.0,0.0,2023-08-14,2023-11-15
SYNID0200126313,CA,,other,Other,6.4591650962871725,240167.0,2020-12-28,2020-12-29
