customer_id,country,province,city,gender,marital_status,occupation_code,income,birth_date,onboard_date
SYNID0100178470,CA,AB,EDMONTON,MALE,Single,63100,44338.0,1988-03-28,2016-02-03
SYNID0100178637,CA,,other,FEMALE,Single,65100,24908.0,1998-11-25,2009-11-16
SYNID0100178933,CA,,other,,Unknown,OTHER,,1977-08-24,
SYNID0100179071,CA,AB,CALGARY,MALE,Single,13100,34087.0,1996-11-22,2013-09-09
SYNID0100179179,CA,MB,WINNIPEG,FEMALE,Married,11102,8.0,1973-07-18,2021-05-23
SYNID0100179299,CA,,other,FEMALE,Married,UNEMPLOYED,15.0,1977-09-10,2001-06-23
SYNID0100179759,CA,ON,BOLTON,MALE,Single,63200,49652.0,1977-05-24,2017-09-07
SYNID0100180192,CA,,other,FEMALE,Single,OTHER,103038.0,1950-05-13,1997-12-02
SYNID0100180248,CA,ON,MARKHAM,FEMALE,Unknown,UNEMPLOYED,,2009-01-27,
SYNID0100180264,CA,ON,TORONTO,MALE,Married,10019,27176.0,1970-09-11,1992-07-25
SYNID0100180411,CA,,other,FEMALE,Unknown,UNEMPLOYED,,1964-05-27,2020-04-01
SYNID0100180417,CA,AB,EDMONTON,FEMALE,Married,65100,38687.0,1990-07-13,2012-08-29
SYNID0100180650,CA,,other,FEMALE,Unknown,OTHER,,,1992-09-30
SYNID0100180968,CA,,other,FEMALE,Widowed,RETIRED,13050.0,1938-12-14,1993-12-04
SYNID0100181225,CA,,other,FEMALE,Married,RETIRED,,1950-07-31,2005-10-10
SYNID0100181365,CA,NS,HALIFAX,FEMALE,Unknown,UNEMPLOYED,,1993-03-28,2024-12-10
SYNID0100181634,CA,,other,MALE,Married,RETIRED,9588.0,1954-10-19,1996-11-22
SYNID0100181664,CA,ON,OTTAWA,MALE,Married,42100,,1991-11-30,2022-05-21
SYNID0100181732,CA,,other,FEMALE,Single,OTHER,22076.0,1965-10-17,1992-08-05
SYNID0100181990,CA,ON,WOODSTOCK,FEMALE,Unknown,OTHER,31148.0,1998-09-04,2021-06-20
SYNID0100182141,CA,BC,LANGLEY,FEMALE,Unknown,STUDENT,,1992-02-17,2022-04-06
SYNID0100182726,CA,AB,EDMONTON,FEMALE,Married,OTHER,107226.0,1974-12-23,1994-01-11
SYNID0100182739,CA,,other,FEMALE,Married,RETIRED,13307.0,1944-04-11,1992-01-11
SYNID0100182743,CA,,other,MALE,Married,UNEMPLOYED,,1980-02-26,2022-06-17
SYNID0100182787,CA,QC,MONTREAL,,Married,RETIRED,30643.0,1951-12-17,1996-07-24
SYNID0100183401,CA,AB,EDMONTON,FEMALE,Single,RETIRED,54311.0,1960-07-17,2008-08-08
SYNID0100183424,CA,,other,MALE,Married,OTHER,70907.0,1987-03-14,1996-07-04
SYNID0100183680,CA,AB,CALGARY,MALE,Married,OTHER,18546.0,1958-11-21,1990-07-01
SYNID0100183928,CA,,other,MALE,Married,32124,117652.0,1981-04-20,2019-03-08
SYNID0100184160,CA,ON,OTTAWA,,Single,UNEMPLOYED,,1989-06-29,1999-03-01
SYNID0100184464,CA,,other,MALE,Married,SELF_EMPLOYED,39748.0,1985-10-08,2021-02-23
SYNID0100184533,CA,ON,MARKHAM,MALE,Married,RETIRED,28312.0,1945-01-13,
SYNID0100184617,CA,QC,TERREBONNE,FEMALE,Married,RETIRED,33046.0,1948-02-07,1990-07-08
SYNID0100184830,CA,QC,MONTREAL,MALE,Single,STUDENT,11.0,1997-01-21,2021-01-08
SYNID0100184889,CA,ON,TORONTO,MALE,Married,UNEMPLOYED,147178.0,,1997-03-13
SYNID0100184914,CA,ON,MARKHAM,MALE,Married,OTHER,67130.0,1966-09-09,1997-05-18
SYNID0100185170,CA,,other,,Married,RETIRED,37641.0,1955-12-07,1993-12-25
SYNID0100185245,CA,ON,TORONTO,MALE,Single,STUDENT,14.0,1998-10-24,2005-07-09
SYNID0100185392,CA,ON,TORONTO,MALE,Single,31209,17933.0,2003-03-07,2022-04-16
SYNID0100185397,CA,ON,OTTAWA,FEMALE,Married,RETIRED,14.0,1959-06-25,
SYNID0100185402,CA,ON,SCARBOROUGH,MALE,Single,42202,164719.0,1991-03-24,2006-03-27
SYNID0100185464,CA,AB,SHERWOOD PARK,FEMALE,Married,UNEMPLOYED,8.0,1995-09-06,2023-12-12
SYNID0100185564,CA,,other,MALE,Married,RETIRED,51958.0,1962-12-22,1992-08-08
SYNID0100185645,CA,ON,KANATA,MALE,,52120,,1970-08-22,2013-07-17
SYNID0100186033,CA,,other,,Divorced,14402,148116.0,1975-03-01,2007-09-15
SYNID0100186302,CA,ON,OTTAWA,FEMALE,Married,60010,,1988-11-15,2024-06-18
SYNID0100186644,CA,,other,FEMALE,Unknown,STUDENT,,2002-10-21,
SYNID0100186647,CA,AB,CALGARY,MALE,,STUDENT,,1997-02-24,2024-09-05
SYNID0100186774,CA,,other,FEMALE,Unknown,OTHER,,1964-09-02,2015-11-10
SYNID0100187627,CA,QC,LAVAL,MALE,,OTHER,110437.0,1972-06-15,2012-08-30
SYNID0100187818,CA,,other,MALE,Married,RETIRED,59272.0,1954-11-10,1992-06-11
SYNID0100187927,CA,,other,FEMALE,Widowed,RETIRED,78322.0,1946-06-21,2012-06-08
SYNID0100188292,CA,,other,FEMALE,Single,STUDENT,,1985-06-22,2003-02-21
SYNID0100188433,CA,,other,MALE,,64409,105069.0,1970-07-20,2020-07-27
SYNID0100188584,CA,BC,VANCOUVER,MALE,Single,OTHER,79310.0,1972-08-27,2000-11-05
SYNID0100188710,CA,,other,MALE,Single,STUDENT,16.0,1996-08-15,2005-12-13
SYNID0100189102,CA,BC,MAPLE RIDGE,MALE,Married,22221,85974.0,1992-09-19,2018-02-20
SYNID0100189163,CA,ON,TORONTO,MALE,Married,RETIRED,38552.0,1928-06-05,1999-09-22
SYNID0100189232,CA,,other,FEMALE,Widowed,10019,26398.0,1965-10-15,2012-10-06
SYNID0100189354,CA,BC,SURREY,FEMALE,Married,7201,40870.0,1963-07-06,2019-09-23
SYNID0100189438,CA,AB,EDMONTON,FEMALE,Single,UNEMPLOYED,,1989-10-14,2023-01-22
SYNID0100189496,CA,,other,FEMALE,Unknown,72410,50610.0,1973-12-09,1992-11-03
SYNID0100189793,CA,ON,MISSISSAUGA,MALE,Single,14100,12096.0,1989-08-21,2000-07-08
SYNID0100189948,CA,ON,CAMBRIDGE,FEMALE,Single,60010,77173.0,1982-02-25,2011-09-23
SYNID0100190040,CA,MB,WINNIPEG,,Unknown,OTHER,41071.0,1988-07-12,2019-05-01
SYNID0100190186,CA,ON,CARLETON PLACE,FEMALE,Married,UNEMPLOYED,10699.0,1944-06-25,1992-01-30
SYNID0100190359,CA,,other,FEMALE,Married,SELF_EMPLOYED,15.0,1961-10-26,2004-04-06
SYNID0100190594,CA,,other,MALE,Married,OTHER,5207.0,1964-03-17,2004-05-25
SYNID0100190607,CA,NB,MONCTON,FEMALE,Married,OTHER,55580.0,1996-10-08,2009-03-09
SYNID0100190705,CA,ON,WHITBY,FEMALE,Married,10019,16.0,1988-01-09,2022-12-17
SYNID0100190857,CA,AB,EDMONTON,FEMALE,Married,SELF_EMPLOYED,,1999-12-01,2023-02-19
SYNID0100191176,CA,ON,NORTH YORK,FEMALE,Single,41101,55981.0,1994-09-24,2019-10-11
SYNID0100191268,CA,AB,CALGARY,MALE,Married,OTHER,141206.0,1966-10-23,1990-10-25
SYNID0100191484,CA,,other,FEMALE,Single,RETIRED,39954.0,,2008-10-03
SYNID0100191540,CA,ON,BRAMPTON,,,STUDENT,,2005-05-02,2024-08-25
SYNID0100191565,CA,ON,TORONTO,FEMALE,Widowed,RETIRED,,1944-09-21,2013-11-13
SYNID0100191707,CA,ON,KITCHENER,FEMALE,Widowed,RETIRED,29069.0,1957-06-02,2000-05-31
SYNID0100191819,CA,ON,AJAX,MALE,,STUDENT,,2001-09-30,2023-08-26
SYNID0100191836,CA,NL,ST. JOHN'S,MALE,Single,OTHER,43779.0,1996-02-05,2018-03-21
SYNID0100191914,CA,ON,SCARBOROUGH,MALE,Unknown,UNEMPLOYED,,1999-10-02,2020-03-14
SYNID0100192023,CA,BC,MAPLE RIDGE,MALE,Married,SELF_EMPLOYED,86593.0,1964-08-19,1992-01-27
SYNID0100192174,CA,AB,EDMONTON,,Married,OTHER,58971.0,1975-04-12,2017-03-01
SYNID0100192522,CA,ON,OTTAWA,FEMALE,Married,OTHER,40426.0,1965-11-26,2011-07-19
SYNID0100192675,CA,,other,,Married,RETIRED,26274.0,1947-12-03,1993-11-10
SYNID0100193161,CA,ON,CAMBRIDGE,MALE,Single,14100,37870.0,2003-04-19,2023-05-02
SYNID0100193214,CA,BC,VANCOUVER,MALE,Divorced,RETIRED,59385.0,1946-11-12,1997-06-16
SYNID0100193348,CA,ON,KINGSTON,FEMALE,Married,UNEMPLOYED,,1995-06-27,2020-01-12
SYNID0100193813,CA,,other,FEMALE,Unknown,UNEMPLOYED,,1963-03-21,2023-08-14
SYNID0100193878,CA,,other,FEMALE,Married,SELF_EMPLOYED,8142.0,1966-06-05,2001-01-26
SYNID0100194172,CA,,other,MALE,Single,RETIRED,4463.0,1961-02-26,2023-08-16
SYNID0100194229,CA,,other,FEMALE,Unknown,STUDENT,,2012-08-24,2024-06-05
SYNID0100194347,CA,ON,TORONTO,FEMALE,,RETIRED,89200.0,1955-02-07,1997-10-13
SYNID0100194520,CA,,other,MALE,,OTHER,109281.0,1972-07-21,2020-12-23
SYNID0100194582,CA,,other,FEMALE,Single,RETIRED,120536.0,1954-10-08,2006-08-17
SYNID0100194678,CA,,other,MALE,Married,3211,78578.0,1971-05-14,2013-12-28
SYNID0100194945,CA,,other,FEMALE,Widowed,RETIRED,23949.0,1954-10-05,1988-11-25
SYNID0100195150,CA,QC,LAVAL,MALE,Married,63100,35888.0,1970-06-29,2010-02-27
SYNID0100195422,CA,ON,OAKVILLE,FEMALE,Single,STUDENT,11.0,2008-11-06,2021-04-10
SYNID0100195459,CA,MB,WINNIPEG,MALE,Single,64410,32188.0,1996-02-17,2019-07-16
SYNID0100195561,CA,ON,CORNWALL,FEMALE,Married,OTHER,,1975-08-08,2004-12-25
SYNID0100195630,CA,ON,TORONTO,MALE,Married,SELF_EMPLOYED,33496.0,1950-02-10,2004-08-28
SYNID0100195652,CA,ON,THUNDER BAY,FEMALE,Unknown,RETIRED,,1949-02-02,1984-11-15
SYNID0100195677,CA,,other,FEMALE,Single,10019,,2006-04-04,2023-08-07
SYNID0100195698,CA,,other,MALE,Married,UNEMPLOYED,18730.0,1952-10-22,
SYNID0100195898,CA,,other,FEMALE,Married,OTHER,49599.0,1958-06-06,1993-09-26
SYNID0100195971,CA,NB,QUISPAMSIS,FEMALE,Married,OTHER,81524.0,1969-03-06,1997-04-03
SYNID0100196199,CA,BC,SURREY,FEMALE,Married,RETIRED,28623.0,1942-10-12,1992-11-23
SYNID0100196866,CA,MB,WINNIPEG,MALE,Unknown,14100,161227.0,1978-03-31,2022-05-16
SYNID0100196909,CA,ON,SARNIA,MALE,Single,OTHER,,1997-10-09,2021-02-23
SYNID0100197092,CA,,other,FEMALE,Single,STUDENT,6809.0,2000-01-26,2019-08-06
SYNID0100197186,CA,,other,,Married,RETIRED,,1962-04-07,2006-06-08
SYNID0100197288,CA,ON,OTTAWA,MALE,Married,22221,73376.0,1966-10-02,1997-06-27
SYNID0100197534,CA,,other,FEMALE,Married,RETIRED,9084.0,1954-06-23,1997-05-09
SYNID0100197555,CA,BC,VANCOUVER,FEMALE,Single,95109,62158.0,,2011-08-26
SYNID0100197561,CA,ON,BRAMPTON,FEMALE,Single,UNEMPLOYED,13.0,1998-12-06,2019-10-06
SYNID0100197637,CA,,other,,Married,UNEMPLOYED,,1979-11-01,
SYNID0100197689,CA,AB,EDMONTON,,Single,31209,56053.0,2001-11-27,2020-10-20
SYNID0100197747,CA,ON,MISSISSAUGA,MALE,Married,UNEMPLOYED,,1962-07-27,2001-06-04
SYNID0100197749,CA,ON,MISSISSAUGA,FEMALE,Widowed,RETIRED,9497.0,1938-09-06,2012-02-02
SYNID0100197952,CA,,other,FEMALE,Widowed,RETIRED,,1943-03-06,2016-12-08
SYNID0100198317,CA,ON,SCARBOROUGH,,Single,11100,125880.0,1993-01-13,
SYNID0100198532,CA,AB,CALGARY,FEMALE,Married,7201,,1997-02-25,2023-01-04
SYNID0100198631,CA,ON,CAMBRIDGE,FEMALE,Single,11100,40257.0,1979-10-19,2015-06-26
SYNID0100198904,CA,ON,TORONTO,MALE,Married,SELF_EMPLOYED,21879.0,,2004-12-19
SYNID0100199256,CA,,other,FEMALE,Unknown,UNEMPLOYED,,1986-12-21,2015-09-23
SYNID0100199352,CA,ON,TIMMINS,FEMALE,Single,11100,32364.0,1995-08-04,
SYNID0100199600,CA,ON,TORONTO,FEMALE,Unknown,OTHER,13.0,2003-10-25,2023-01-20
SYNID0100199610,CA,ON,TORONTO,MALE,Single,64409,,1998-03-25,2016-09-09
SYNID0100199643,CA,BC,VANCOUVER,MALE,Single,STUDENT,11.0,2000-12-07,2021-09-25
SYNID0100200037,CA,NL,CORNER BROOK,,Unknown,12010,108807.0,1976-02-12,2021-12-27
SYNID0100200096,CA,,other,FEMALE,Married,UNEMPLOYED,,1982-11-10,2019-06-20
SYNID0100200307,CA,ON,COLLINGWOOD,MALE,Married,RETIRED,64693.0,1938-08-08,1987-09-28
SYNID0100200731,CA,ON,ST CATHARINES,MALE,Divorced,14200,,1961-07-02,1997-04-19
SYNID0100200944,CA,,other,MALE,,RETIRED,84362.0,1964-05-16,2005-09-23
SYNID0100201238,CA,ON,SCARBOROUGH,FEMALE,Unknown,14102,,1998-01-22,2023-09-05
SYNID0100201607,CA,ON,BRAMPTON,MALE,Married,7230,84940.0,1969-06-10,2018-04-22
SYNID0100201662,CA,,other,MALE,Single,SELF_EMPLOYED,,1988-11-15,
SYNID0100201793,CA,,other,MALE,Married,RETIRED,39947.0,1939-12-23,1990-09-07
SYNID0100201838,CA,NL,ST. JOHN'S,MALE,Single,10011,,1995-07-15,2021-06-30
SYNID0100201910,CA,ON,LONDON,FEMALE,,UNEMPLOYED,9341.0,1986-10-15,
SYNID0100202109,CA,ON,AURORA,MALE,,75110,,,
SYNID0100202191,CA,QC,MONTREAL,FEMALE,Single,65201,13.0,2000-08-23,2021-01-01
SYNID0100202209,CA,,other,MALE,Married,OTHER,132656.0,1974-02-27,1995-02-13
SYNID0100202296,CA,,other,MALE,Single,63200,41731.0,1982-04-24,2022-10-09
SYNID0100202480,CA,ON,ETOBICOKE,FEMALE,Married,SELF_EMPLOYED,154571.0,1991-05-28,2014-11-28
SYNID0100202830,CA,,other,MALE,Unknown,STUDENT,,2004-10-16,2020-02-26
SYNID0100203065,CA,NS,BEDFORD,,Single,SELF_EMPLOYED,34704.0,1978-09-14,1993-01-30
SYNID0100203708,CA,ON,BARRIE,MALE,Single,UNEMPLOYED,7735.0,1970-02-25,2010-02-14
SYNID0100203717,CA,,other,MALE,Single,OTHER,48071.0,1964-07-09,1995-05-09
SYNID0100204046,CA,ON,TORONTO,MALE,Single,SELF_EMPLOYED,111244.0,1984-02-05,2009-06-09
SYNID0100204226,CA,,other,FEMALE,Married,RETIRED,14791.0,1941-11-18,1994-04-22
SYNID0100204318,CA,NS,HALIFAX,FEMALE,Married,63210,31644.0,,1990-07-18
SYNID0100204513,CA,ON,HAMILTON,MALE,Single,74102,22949.0,1990-06-15,2018-07-26
SYNID0100204723,CA,NB,FREDERICTON,MALE,Single,STUDENT,,2003-07-11,2023-10-18
SYNID0100204815,CA,ON,BOWMANVILLE,,Divorced,OTHER,,1963-03-10,
SYNID0100204874,CA,BC,VANCOUVER,MALE,Single,60010,130802.0,1986-12-06,2001-04-11
SYNID0100205520,CA,AB,EDMONTON,FEMALE,Married,UNEMPLOYED,13.0,1968-12-16,2007-05-12
SYNID0100205675,CA,QC,LASALLE,,Married,11202,47647.0,1986-06-16,2017-08-17
SYNID0100206180,CA,,other,FEMALE,Single,95109,20764.0,1962-05-04,1989-07-12
SYNID0100206239,CA,,other,FEMALE,Single,10019,63694.0,1983-06-27,1992-05-15
SYNID0100206336,CA,,other,FEMALE,Married,UNEMPLOYED,,1974-09-30,2000-07-15
SYNID0100206551,CA,AB,SPRUCE GROVE,MALE,Married,6531,56600.0,1990-01-30,2009-04-20
SYNID0100206684,CA,ON,WELLAND,,Married,SELF_EMPLOYED,60995.0,1953-01-16,1997-12-17
SYNID0100206721,CA,ON,ORILLIA,MALE,Single,UNEMPLOYED,11.0,1960-01-28,2008-05-05
SYNID0100206836,CA,,other,MALE,Single,920,41156.0,1987-11-23,2016-10-26
SYNID0100207130,CA,,other,FEMALE,Widowed,RETIRED,43105.0,1932-08-27,1997-02-15
SYNID0100207240,CA,,other,FEMALE,Married,41101,13101.0,1978-06-19,
SYNID0100207283,CA,ON,SCARBOROUGH,MALE,Single,313,33596.0,1997-03-16,2018-05-03
SYNID0100207304,CA,BC,SURREY,,Single,UNEMPLOYED,23048.0,1999-04-17,2023-08-07
SYNID0100207503,CA,ON,GUELPH,MALE,Married,12010,56639.0,1987-07-15,2018-11-14
SYNID0100208210,CA,ON,SCARBOROUGH,FEMALE,Single,62024,63464.0,1973-04-16,2002-09-13
SYNID0100209096,CA,,other,MALE,Widowed,SELF_EMPLOYED,62828.0,1948-11-14,1997-09-24
SYNID0100209155,CA,AB,RED DEER,MALE,Single,OTHER,13.0,1991-03-08,
SYNID0100209266,CA,ON,KINGSTON,MALE,Single,OTHER,70410.0,1995-02-28,2018-12-04
SYNID0100209479,CA,BC,LANGLEY,MALE,Unknown,SELF_EMPLOYED,47432.0,1996-07-05,2018-08-03
SYNID0100209537,CA,ON,BRAMPTON,FEMALE,Widowed,RETIRED,9830.0,1941-06-15,
SYNID0100209538,CA,,other,MALE,Married,11100,108379.0,,1997-02-07
SYNID0100210332,CA,AB,EDMONTON,MALE,Single,13100,53800.0,1998-08-26,2018-04-19
SYNID0100210448,CA,ON,BRAMPTON,FEMALE,,OTHER,,2002-11-30,2024-01-17
SYNID0100210511,CA,,other,MALE,Married,,,1955-10-22,
SYNID0100210718,CA,,other,FEMALE,Married,62200,,1994-04-03,2022-02-22
SYNID0100210925,CA,ON,BRAMPTON,MALE,,12010,72529.0,1970-01-21,2014-06-07
SYNID0100210958,CA,,other,MALE,Married,313,,,
SYNID0100211312,CA,ON,SCARBOROUGH,FEMALE,Married,OTHER,51751.0,1957-04-22,2000-08-14
SYNID0100211443,CA,,other,MALE,Single,STUDENT,,2005-09-01,
SYNID0100211538,CA,ON,MISSISSAUGA,FEMALE,,44101,,,
SYNID0100211557,CA,,other,FEMALE,Single,44100,8.0,1964-11-11,2002-01-04
SYNID0100211960,CA,ON,TORONTO,FEMALE,Single,STUDENT,,1992-06-21,2019-10-13
SYNID0100212124,CA,BC,SURREY,MALE,Single,SELF_EMPLOYED,57704.0,1995-12-17,2016-01-29
SYNID0100212241,CA,BC,NORTH VANCOUVER,MALE,Married,OTHER,15869.0,,
SYNID0100212661,CA,ON,ANCASTER,FEMALE,Single,OTHER,,,
SYNID0100212831,CA,,other,MALE,Single,STUDENT,11.0,2004-02-10,2017-08-06
SYNID0100212966,CA,ON,BARRIE,,Divorced,32124,33195.0,1966-11-28,1990-06-01
SYNID0100213045,CA,ON,MISSISSAUGA,,,95109,49574.0,1994-12-28,2021-07-15
SYNID0100213159,CA,MB,WINNIPEG,FEMALE,Married,UNEMPLOYED,11289.0,1992-04-24,2017-12-08
SYNID0100213193,CA,,other,MALE,Unknown,OTHER,37999.0,1993-02-03,2019-09-14
SYNID0100213247,CA,ON,BRAMPTON,MALE,Single,OTHER,,1990-11-06,2018-02-20
SYNID0100213528,CA,ON,BURLINGTON,MALE,Married,SELF_EMPLOYED,132167.0,1973-12-14,2001-04-28
SYNID0100213640,CA,,other,MALE,Married,RETIRED,108762.0,1941-11-04,2007-04-12
SYNID0100213746,CA,,other,MALE,Unknown,64410,42476.0,1980-01-24,2022-12-06
SYNID0100213834,CA,ON,TORONTO,MALE,Married,RETIRED,17444.0,1944-09-04,1994-08-26
SYNID0100214057,CA,ON,OWEN SOUND,FEMALE,Married,UNEMPLOYED,1347.0,1944-02-26,2004-11-16
SYNID0100214156,CA,BC,PORT COQUITLAM,FEMALE,,RETIRED,8.0,1966-07-01,2004-11-09
SYNID0100214263,CA,,other,FEMALE,Married,RETIRED,15.0,1926-09-03,1989-10-14
SYNID0100214402,CA,ON,BRAMPTON,FEMALE,Single,OTHER,21522.0,1985-04-21,1996-05-22
SYNID0100214496,CA,NB,QUISPAMSIS,MALE,Single,SELF_EMPLOYED,53686.0,1996-06-09,2019-07-24
SYNID0100214619,CA,ON,TORONTO,MALE,Single,STUDENT,,2006-11-18,2023-10-16
SYNID0100214643,CA,,other,FEMALE,Married,SELF_EMPLOYED,,1986-12-13,2019-01-07
SYNID0100214803,CA,MB,WINNIPEG,MALE,Single,10019,39703.0,1986-02-18,2005-11-22
SYNID0100214869,CA,ON,BRAMPTON,FEMALE,Single,OTHER,,2001-02-12,2019-07-04
SYNID0100214904,CA,NL,ST. JOHN'S,,Married,UNEMPLOYED,13.0,,1986-05-31
SYNID0100215264,CA,ON,RICHMOND HILL,FEMALE,Single,OTHER,70002.0,1996-04-03,2020-12-21
SYNID0100215464,CA,,other,MALE,Married,OTHER,124632.0,1959-03-10,1992-12-23
SYNID0100215602,CA,BC,KELOWNA,FEMALE,Single,UNEMPLOYED,34787.0,1992-06-01,2016-03-02
SYNID0100216366,CA,MB,WINNIPEG,,Unknown,65100,31160.0,1984-02-10,2021-12-26
SYNID0100216557,CA,AB,GRANDE PRAIRIE,MALE,Married,20012,50591.0,1961-02-06,2007-02-14
SYNID0100216811,CA,ON,BRAMPTON,FEMALE,Single,UNEMPLOYED,,2000-09-13,2022-04-04
SYNID0100216920,CA,NS,HALIFAX,FEMALE,Single,OTHER,22754.0,1994-10-31,2008-04-27
SYNID0100216979,CA,ON,ANCASTER,FEMALE,Unknown,UNEMPLOYED,16.0,1982-10-05,2021-03-05
SYNID0100217055,CA,,other,FEMALE,Single,14100,,1987-10-06,2016-05-12
SYNID0100217092,CA,,other,MALE,Single,SELF_EMPLOYED,42816.0,1970-07-06,1990-12-12
SYNID0100217255,CA,ON,WELLAND,FEMALE,Married,SELF_EMPLOYED,15.0,1988-12-01,2015-07-17
SYNID0100217256,CA,AB,CALGARY,FEMALE,Married,65102,,,2018-01-20
SYNID0100217438,CA,ON,STRATFORD,FEMALE,Single,OTHER,27003.0,1992-10-19,2019-11-21
SYNID0100217450,CA,,other,,Married,OTHER,68261.0,1972-01-19,
SYNID0100217549,CA,AB,CALGARY,FEMALE,,62024,11.0,2005-06-07,2016-10-08
SYNID0100218347,CA,,other,FEMALE,,SELF_EMPLOYED,156876.0,1988-08-30,1999-11-28
SYNID0100218397,CA,,other,MALE,Married,64410,,1979-07-03,2022-06-05
SYNID0100218425,CA,ON,KITCHENER,FEMALE,Single,OTHER,42591.0,1996-05-16,2020-04-09
SYNID0100218454,CA,AB,CALGARY,FEMALE,Married,RETIRED,,1957-01-10,
SYNID0100218759,CA,AB,EDMONTON,FEMALE,Single,UNEMPLOYED,13.0,2012-03-09,2016-12-09
SYNID0100218796,CA,,other,MALE,Single,72310,100745.0,1967-06-19,2008-05-18
SYNID0100218980,CA,ON,BRAMPTON,MALE,,STUDENT,,1998-10-08,2023-05-06
SYNID0100219393,CA,QC,GATINEAU,FEMALE,Divorced,63100,53347.0,1971-02-06,2005-09-14
SYNID0100219424,CA,,other,,Married,6,60606.0,1965-02-08,2001-02-26
SYNID0100219592,CA,ON,NORTH YORK,FEMALE,Unknown,6531,,1994-08-24,2020-10-05
SYNID0100219717,CA,,other,MALE,Married,RETIRED,34776.0,1954-04-05,1992-05-30
SYNID0100219840,CA,,other,FEMALE,Married,UNEMPLOYED,,1989-02-21,2017-07-07
SYNID0100220037,CA,ON,BURLINGTON,MALE,Unknown,OTHER,61920.0,1994-06-25,2019-01-02
SYNID0100220172,CA,AB,CALGARY,,Married,313,,1969-01-17,2006-01-17
SYNID0100220218,CA,ON,TORONTO,MALE,,41221,,1990-04-05,2024-12-19
SYNID0100220557,CA,NL,ST. JOHN'S,MALE,Single,OTHER,,1999-08-01,2020-10-10
SYNID0100220635,CA,,other,MALE,Single,21321,21266.0,2004-05-15,2019-06-04
SYNID0100220965,CA,ON,TORONTO,FEMALE,Single,33102,72144.0,2000-08-23,2009-04-11
SYNID0100221155,CA,,other,MALE,Married,73300,51188.0,1968-02-21,
SYNID0100221390,CA,BC,SURREY,MALE,Single,OTHER,56601.0,1992-06-22,1997-06-30
SYNID0100221581,CA,ON,ETOBICOKE,MALE,Single,70010,,1996-02-09,
SYNID0100221771,CA,ON,TORONTO,FEMALE,Single,RETIRED,,1954-12-26,1997-04-16
SYNID0100221908,CA,BC,PRINCE GEORGE,,Single,SELF_EMPLOYED,93654.0,1959-10-12,1998-02-26
SYNID0100222039,CA,ON,OSHAWA,MALE,Single,11201,108331.0,1974-08-28,1997-12-07
SYNID0100222797,CA,ON,OTTAWA,FEMALE,Unknown,OTHER,,1982-02-10,2020-08-04
SYNID0100222834,CA,,other,FEMALE,,UNEMPLOYED,10518.0,1984-11-22,2001-07-28
SYNID0100222894,CA,ON,STONEY CREEK,MALE,Married,60010,31479.0,1992-01-10,2021-08-05
SYNID0100223380,CA,ON,KINGSTON,,Single,OTHER,38560.0,1995-03-23,2019-12-04
SYNID0100223405,CA,AB,RED DEER,FEMALE,Single,313,,1972-12-29,2020-08-10
SYNID0100223445,CA,,other,FEMALE,Single,33102,17138.0,2000-02-12,2010-08-23
SYNID0100223456,CA,AB,CALGARY,MALE,Single,0,,2000-01-14,2024-06-19
SYNID0100223675,CA,AB,EDMONTON,MALE,Single,OTHER,6697.0,1999-09-24,2020-08-10
SYNID0100223945,CA,,other,MALE,Single,73300,29279.0,1998-03-08,2010-06-30
SYNID0100224092,CA,ON,AJAX,MALE,Unknown,RETIRED,24243.0,1938-03-09,
SYNID0100224176,CA,ON,SUDBURY,MALE,Single,STUDENT,,1997-10-25,2022-02-07
SYNID0100224264,CA,,other,,Divorced,RETIRED,16072.0,1963-06-08,2001-11-16
SYNID0100224297,CA,ON,ST CATHARINES,FEMALE,,31209,13.0,1969-07-08,1992-05-29
SYNID0100224351,CA,ON,SCARBOROUGH,FEMALE,Married,11100,47494.0,1979-10-31,2017-02-25
SYNID0100224473,CA,ON,BRAMPTON,FEMALE,Married,44100,9976.0,1997-11-15,2020-01-23
SYNID0100224563,CA,ON,OTTAWA,MALE,Unknown,RETIRED,,1933-08-17,1995-02-12
SYNID0100224700,CA,ON,WOODSTOCK,,Single,OTHER,,1998-04-26,2016-09-23
SYNID0100224767,CA,ON,COBOURG,MALE,Single,OTHER,211795.0,1988-09-29,2011-01-13
SYNID0100224842,CA,,other,FEMALE,Married,10029,6631.0,1982-12-22,2008-12-15
SYNID0100225207,CA,ON,GLOUCESTER,MALE,,OTHER,30085.0,1982-10-11,2014-12-14
SYNID0100225304,CA,BC,VANCOUVER,MALE,Unknown,STUDENT,,2004-10-01,2023-06-16
SYNID0100225339,CA,BC,ABBOTSFORD,FEMALE,Married,OTHER,10.0,1971-11-24,2000-07-12
SYNID0100225407,CA,ON,NIAGARA FALLS,FEMALE,Married,OTHER,41950.0,1990-03-07,2021-04-15
SYNID0100225599,CA,,other,MALE,Married,RETIRED,26132.0,1948-03-14,
SYNID0100226005,CA,,other,MALE,Divorced,RETIRED,20691.0,1955-06-14,1992-01-19
SYNID0100226110,CA,AB,EDMONTON,MALE,Single,SELF_EMPLOYED,38116.0,1966-06-05,1996-03-10
SYNID0100226139,CA,QC,GATINEAU,MALE,Married,95109,125824.0,1986-05-27,2014-04-19
